owner_dependent,owner_joint,owner_self,owner_undisclosed,ticker_AAPL,ticker_AMZN,ticker_FB,ticker_MSFT,ticker_NTAP,ticker_RUN,ticker_TSLA,type_purchase,type_sale_full,type_sale_partial,"amount_$1,000,001 - $5,000,000","amount_$1,001 -","amount_$1,001 - $15,000","amount_$100,001 - $250,000","amount_$15,001 - $50,000","amount_$250,001 - $500,000","amount_$5,000,001 - $25,000,000","amount_$50,001 - $100,000","amount_$500,001 - $1,000,000",representative_Hon. Alan S. Lowenthal,representative_Hon. Dean Phillips,representative_Hon. Donald Sternoff Beyer,representative_Hon. Gilbert Cisneros,representative_Hon. Josh Gottheimer,representative_Hon. Kevin Hern,representative_Hon. Kurt Schrader,representative_Hon. Michael T. McCaul,representative_Hon. Nancy Pelosi,representative_Hon. Rohit Khanna,trans_price
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,2.745625891934577,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,2.393172105652397,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.978197458907286
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,2.311462122306386,-0.7505866250408014,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,4.009603855360662,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,3.178049716414141,-0.16666666666666666,0.4186987084914023
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,2.745625891934577,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,3.588175023601831,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,2.393172105652397,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.8135094282972657
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,3.714835124201342,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,1.3176156504800578
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,-0.36421567954234185,3.714835124201342,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.3364660021774934
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,1.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,5.172040216394301,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-1.0333811286325858
-0.13545709229571928,-1.0846522890932808,-0.6016337674898651,2.166173513896726,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,4.379705261980329,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.2007372736924005
-0.13545709229571928,-1.0846522890932808,1.6621407474720002,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,-0.7505866250408014,0.0,2.745625891934577,-0.26919095102908275,-1.1146408580454255,-0.47594047633771874,1.6815428055498773,-0.24940119674492153,-0.2786932057166471,0.8971499589146108,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,2.393172105652397,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-1.170675832953837
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,-1.1146408580454255,2.1011030784665143,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,-0.2494011967449215,-0.06726727939963126,-0.23904572186687872,4.009603855360661,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,1.2110601416389966,-0.2594372608313854,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,0.5712817802810908
-0.13545709229571928,0.9219544457292886,-0.6016337674898651,-0.46164353574848266,-0.5042194840896108,-0.3232299675777271,-0.4326266004316765,1.3322912594474228,0.0,-0.36421567954234185,-0.26919095102908275,0.8971499589146108,-0.47594047633771874,-0.59469196781642,-0.24940119674492153,-0.2786932057166471,-1.1146408580454255,-0.23904572186687872,-0.3059347301522018,4.009603855360662,-0.06726727939963126,-0.23904572186687872,-0.24940119674492148,-0.4178554470186725,-0.19334729780913273,-0.33166247903553997,-0.23904572186687872,-0.8257228238447706,3.854496446637726,-0.22832586673831104,-0.16666666666666666,-0.3146583877637763,-0.16666666666666666,-0.3226239709204526
